IMEI,MessageID,MessageTypeId,MessageTypeName,receivedTime,messageTime,Signal_strength,HubBattery,PowerStatusID,Software_ver,Bootloader_ver,country_code,operator,local_area_id,cell_id,country,network,Longitude,Latitude,SensorName,HubSensorIndex,sensorTime,Temp,light,SensorBattery,DoorEvent,MovementCount,MovementDelta,CardNumber,CardHolder
123456789012345,238860,3,SensorReading,"2019-01-01 01:06:11","2019-01-01 01:06:09",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:06:08",21.5625,0,3.1490,4,,,,
123456789012345,238861,3,SensorReading,"2019-01-01 01:06:46","2019-01-01 01:06:44",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 01:06:43",22.1875,0,3.1240,3,,,,
123456789012345,238862,3,SensorReading,"2019-01-01 01:07:10","2019-01-01 01:07:08",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:07:06",22.4375,0,3.1270,3,,,,
123456789012345,238863,3,SensorReading,"2019-01-01 01:07:18","2019-01-01 01:07:16",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:07:14",23.1875,0,3.1220,3,,,,
123456789012345,238864,1,Hub,"2019-01-01 01:21:07","2019-01-01 01:21:04",,4.07,2,,,,,,,,,,,,,,,,,,,,,
123456789012345,238865,3,SensorReading,"2019-01-01 01:21:45","2019-01-01 01:21:43",,,,,,,,,,,,,,Lounge,2,"2019-01-01 01:21:41",22.8125,0,3.1730,3,,,,
123456789012345,238866,3,SensorReading,"2019-01-01 01:22:21","2019-01-01 01:22:18",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 01:22:18",22.6875,0,3.0940,3,,,,
123456789012345,238867,3,SensorReading,"2019-01-01 01:26:11","2019-01-01 01:26:09",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:26:09",20.8125,0,3.1550,4,,,,
123456789012345,238868,3,SensorReading,"2019-01-01 01:26:47","2019-01-01 01:26:44",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 01:26:44",21.9375,0,3.1240,3,,,,
123456789012345,238869,3,SensorReading,"2019-01-01 01:27:10","2019-01-01 01:27:08",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:27:07",22.3750,0,3.1330,3,,,,
123456789012345,238870,3,SensorReading,"2019-01-01 01:27:17","2019-01-01 01:27:16",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:27:15",22.8750,0,3.1180,3,,,,
123456789012345,238871,1,Hub,"2019-01-01 01:41:08","2019-01-01 01:41:06",,4.06,2,,,,,,,,,,,,,,,,,,,,,
123456789012345,238872,3,SensorReading,"2019-01-01 01:41:45","2019-01-01 01:41:43",,,,,,,,,,,,,,Lounge,2,"2019-01-01 01:41:41",22.6250,0,3.1770,3,,,,
123456789012345,238873,3,SensorReading,"2019-01-01 01:42:21","2019-01-01 01:42:19",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 01:42:18",22.5625,0,3.0940,3,,,,
123456789012345,238874,4,SensorMovement,"2019-01-01 01:43:05","2019-01-01 01:43:03",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:43:02",22.6875,0,3.1200,3,1,0,,
123456789012345,238875,4,SensorMovement,"2019-01-01 01:43:14","2019-01-01 01:43:12",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:43:11",20.8125,0,3.1510,4,1,0,,
123456789012345,238876,4,SensorMovement,"2019-01-01 01:43:17","2019-01-01 01:43:14",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:43:12",22.3125,0,3.1310,3,1,0,,
123456789012345,238877,4,SensorMovement,"2019-01-01 01:43:23","2019-01-01 01:43:21",,,,,,,,,,,,,,Lounge,2,"2019-01-01 01:43:20",22.6250,8,3.1730,3,1,0,,
123456789012345,238878,4,SensorMovement,"2019-01-01 01:43:31","2019-01-01 01:43:29",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 01:43:28",22.4375,84,3.0940,3,1,0,,
123456789012345,238879,4,SensorMovement,"2019-01-01 01:44:06","2019-01-01 01:44:03",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:43:08",22.5625,0,3.1150,3,2,0,,
123456789012345,238880,4,SensorMovement,"2019-01-01 01:44:15","2019-01-01 01:44:12",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:43:17",20.6875,0,3.1510,4,1,0,,
123456789012345,238881,4,SensorMovement,"2019-01-01 01:44:16","2019-01-01 01:44:14",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:43:15",22.3125,0,3.1270,3,2,0,,
123456789012345,238882,4,SensorMovement,"2019-01-01 01:44:24","2019-01-01 01:44:21",,,,,,,,,,,,,,Lounge,2,"2019-01-01 01:44:06",22.6250,3,3.1770,3,5,0,,
123456789012345,238883,4,SensorMovement,"2019-01-01 01:44:32","2019-01-01 01:44:29",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 01:43:53",22.4375,0,3.0910,3,2,0,,
123456789012345,238884,4,SensorMovement,"2019-01-01 01:45:05","2019-01-01 01:45:03",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:44:53",22.5625,0,3.1220,3,4,0,,
123456789012345,238885,4,SensorMovement,"2019-01-01 01:45:08","2019-01-01 01:45:06",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 01:45:04",21.8750,221,3.1160,3,1,0,,
123456789012345,238886,4,SensorMovement,"2019-01-01 01:45:15","2019-01-01 01:45:12",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:44:26",20.7500,0,3.1510,4,1,0,,
123456789012345,238887,4,SensorMovement,"2019-01-01 01:45:16","2019-01-01 01:45:14",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:44:58",22.3125,0,3.1310,3,5,0,,
123456789012345,238888,4,SensorMovement,"2019-01-01 01:46:22","2019-01-01 01:46:20",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 01:46:18",21.8125,209,3.1220,3,1,0,,
123456789012345,238889,4,SensorMovement,"2019-01-01 01:46:41","2019-01-01 01:46:39",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:46:37",22.3125,0,3.1290,3,1,0,,
123456789012345,238890,4,SensorMovement,"2019-01-01 01:46:43","2019-01-01 01:46:41",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:46:39",20.7500,0,3.1530,4,1,0,,
123456789012345,238891,4,SensorMovement,"2019-01-01 01:47:22","2019-01-01 01:47:20",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 01:46:45",21.8750,200,3.1220,3,3,0,,
123456789012345,238892,4,SensorMovement,"2019-01-01 01:47:41","2019-01-01 01:47:39",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:46:40",22.3125,0,3.1290,3,1,0,,
123456789012345,238893,4,SensorMovement,"2019-01-01 01:48:08","2019-01-01 01:48:06",,,,,,,,,,,,,,"Front door",6,"2019-01-01 01:48:05",20.7500,0,3.1510,4,1,0,,
123456789012345,238894,4,SensorMovement,"2019-01-01 01:48:12","2019-01-01 01:48:10",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:48:09",22.5625,0,3.1260,3,1,0,,
123456789012345,238895,4,SensorMovement,"2019-01-01 01:48:22","2019-01-01 01:48:20",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 01:48:00",21.8750,0,3.1220,3,4,0,,
123456789012345,238896,4,SensorMovement,"2019-01-01 01:48:41","2019-01-01 01:48:39",,,,,,,,,,,,,,Hall,3,"2019-01-01 01:48:05",22.3125,0,3.1330,3,1,0,,
123456789012345,238897,4,SensorMovement,"2019-01-01 01:49:12","2019-01-01 01:49:10",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 01:48:25",22.5625,0,3.1260,3,3,0,,
123456789012345,238898,1,Hub,"2019-01-01 02:01:10","2019-01-01 02:01:08",,4.07,2,,,,,,,,,,,,,,,,,,,,,
123456789012345,238899,3,SensorReading,"2019-01-01 02:04:24","2019-01-01 02:04:21",,,,,,,,,,,,,,Lounge,2,"2019-01-01 02:04:21",22.4375,0,3.1770,3,,,,
123456789012345,238900,3,SensorReading,"2019-01-01 02:04:31","2019-01-01 02:04:29",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 02:04:28",22.4375,0,3.0940,3,,,,
123456789012345,238901,3,SensorReading,"2019-01-01 02:08:08","2019-01-01 02:08:06",,,,,,,,,,,,,,"Front door",6,"2019-01-01 02:08:04",20.6875,0,3.1480,4,,,,
123456789012345,238902,3,SensorReading,"2019-01-01 02:08:23","2019-01-01 02:08:21",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 02:08:20",21.9375,0,3.1220,3,,,,
123456789012345,238903,3,SensorReading,"2019-01-01 02:08:41","2019-01-01 02:08:39",,,,,,,,,,,,,,Hall,3,"2019-01-01 02:08:39",22.3125,0,3.1290,3,,,,
123456789012345,238904,3,SensorReading,"2019-01-01 02:09:13","2019-01-01 02:09:10",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 02:09:09",22.5625,0,3.1240,3,,,,
123456789012345,238905,1,Hub,"2019-01-01 02:21:12","2019-01-01 02:21:10",,4.07,2,,,,,,,,,,,,,,,,,,,,,
123456789012345,238906,3,SensorReading,"2019-01-01 02:24:24","2019-01-01 02:24:22",,,,,,,,,,,,,,Lounge,2,"2019-01-01 02:24:20",22.2500,0,3.1710,3,,,,
123456789012345,238907,3,SensorReading,"2019-01-01 02:24:32","2019-01-01 02:24:30",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 02:24:29",22.3125,0,3.0930,3,,,,
123456789012345,238908,4,SensorMovement,"2019-01-01 02:26:20","2019-01-01 02:26:18",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 02:26:17",22.4375,0,3.1220,3,1,0,,
123456789012345,238909,4,SensorMovement,"2019-01-01 02:26:30","2019-01-01 02:26:28",,,,,,,,,,,,,,Hall,3,"2019-01-01 02:26:26",22.2500,0,3.1330,3,1,0,,
123456789012345,238910,4,SensorMovement,"2019-01-01 02:26:38","2019-01-01 02:26:36",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 02:26:34",21.7500,199,3.1220,3,1,0,,
123456789012345,238911,4,SensorMovement,"2019-01-01 02:27:20","2019-01-01 02:27:18",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 02:26:25",22.3125,0,3.1180,3,4,0,,
123456789012345,238912,4,SensorMovement,"2019-01-01 02:27:30","2019-01-01 02:27:28",,,,,,,,,,,,,,Hall,3,"2019-01-01 02:26:28",22.2500,0,3.1330,3,1,0,,
123456789012345,238913,4,SensorMovement,"2019-01-01 02:27:38","2019-01-01 02:27:36",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 02:26:38",21.7500,205,3.1220,3,1,0,,
123456789012345,238914,3,SensorReading,"2019-01-01 02:28:08","2019-01-01 02:28:06",,,,,,,,,,,,,,"Front door",6,"2019-01-01 02:28:06",20.6250,0,3.1490,4,,,,
123456789012345,238915,4,SensorMovement,"2019-01-01 02:31:04","2019-01-01 02:31:02",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 02:31:01",21.7500,185,3.1240,3,1,0,,
123456789012345,238916,4,SensorMovement,"2019-01-01 02:31:32","2019-01-01 02:31:31",,,,,,,,,,,,,,Hall,3,"2019-01-01 02:31:29",22.2500,0,3.1290,3,1,0,,
123456789012345,238917,4,SensorMovement,"2019-01-01 02:31:35","2019-01-01 02:31:33",,,,,,,,,,,,,,"Front door",6,"2019-01-01 02:31:31",20.4375,0,3.1510,4,1,0,,
123456789012345,238918,4,SensorMovement,"2019-01-01 02:31:40","2019-01-01 02:31:39",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 02:31:37",22.3125,0,3.1200,3,1,0,,
123456789012345,238919,4,SensorMovement,"2019-01-01 02:32:04","2019-01-01 02:32:02",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 02:31:23",21.8750,0,3.1240,3,4,0,,
123456789012345,238920,4,SensorMovement,"2019-01-01 02:32:32","2019-01-01 02:32:31",,,,,,,,,,,,,,Hall,3,"2019-01-01 02:31:31",22.2500,0,3.1290,3,1,0,,
123456789012345,238921,4,SensorMovement,"2019-01-01 02:32:41","2019-01-01 02:32:39",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 02:31:42",22.3125,0,3.1240,3,2,0,,
123456789012345,238922,3,SensorReading,"2019-01-01 02:44:24","2019-01-01 02:44:22",,,,,,,,,,,,,,Lounge,2,"2019-01-01 02:44:20",22.1250,0,3.1770,3,,,,
123456789012345,238923,3,SensorReading,"2019-01-01 02:44:32","2019-01-01 02:44:30",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 02:44:29",22.1875,0,3.0890,3,,,,
123456789012345,238924,3,SensorReading,"2019-01-01 02:51:36","2019-01-01 02:51:33",,,,,,,,,,,,,,"Front door",6,"2019-01-01 02:51:31",20.4375,0,3.1510,4,,,,
123456789012345,238925,3,SensorReading,"2019-01-01 02:52:04","2019-01-01 02:52:02",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 02:52:02",21.8750,0,3.1290,3,,,,
123456789012345,238926,3,SensorReading,"2019-01-01 02:52:33","2019-01-01 02:52:30",,,,,,,,,,,,,,Hall,3,"2019-01-01 02:52:29",22.2500,0,3.1290,3,,,,
123456789012345,238927,3,SensorReading,"2019-01-01 02:52:41","2019-01-01 02:52:38",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 02:52:38",22.3125,0,3.1200,3,,,,
123456789012345,238928,3,SensorReading,"2019-01-01 03:04:25","2019-01-01 03:04:22",,,,,,,,,,,,,,Lounge,2,"2019-01-01 03:04:22",21.9375,0,3.1730,3,,,,
123456789012345,238929,3,SensorReading,"2019-01-01 03:04:32","2019-01-01 03:04:29",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 03:04:28",22.0000,0,3.0930,3,,,,
123456789012345,238930,3,SensorReading,"2019-01-01 03:11:36","2019-01-01 03:11:32",,,,,,,,,,,,,,"Front door",6,"2019-01-01 03:11:33",20.3750,0,3.1570,4,,,,
123456789012345,238931,3,SensorReading,"2019-01-01 03:12:04","2019-01-01 03:12:02",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:12:02",21.6875,0,3.1240,3,,,,
123456789012345,238932,3,SensorReading,"2019-01-01 03:12:33","2019-01-01 03:12:30",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:12:30",22.2500,0,3.1270,3,,,,
123456789012345,238933,3,SensorReading,"2019-01-01 03:12:41","2019-01-01 03:12:38",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:12:38",22.1875,0,3.1240,3,,,,
123456789012345,238934,3,SensorReading,"2019-01-01 03:24:25","2019-01-01 03:24:22",,,,,,,,,,,,,,Lounge,2,"2019-01-01 03:24:21",21.8125,0,3.1700,3,,,,
123456789012345,238935,3,SensorReading,"2019-01-01 03:24:33","2019-01-01 03:24:29",,,,,,,,,,,,,,Kitchen,1,"2019-01-01 03:24:29",21.8750,0,3.0910,3,,,,
123456789012345,238936,4,SensorMovement,"2019-01-01 03:27:49","2019-01-01 03:27:46",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:27:46",22.0625,0,3.1270,3,1,0,,
123456789012345,238937,4,SensorMovement,"2019-01-01 03:27:58","2019-01-01 03:27:55",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:27:54",22.2500,0,3.1270,3,1,0,,
123456789012345,238938,4,SensorMovement,"2019-01-01 03:27:59","2019-01-01 03:27:57",,,,,,,,,,,,,,"Front door",6,"2019-01-01 03:27:55",20.4375,0,3.1510,4,1,0,,
123456789012345,238939,4,SensorMovement,"2019-01-01 03:28:06","2019-01-01 03:28:03",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:28:01",21.6250,180,3.1240,3,1,0,,
123456789012345,238940,4,SensorMovement,"2019-01-01 03:28:49","2019-01-01 03:28:46",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:27:51",22.0000,0,3.1200,3,3,0,,
123456789012345,238941,4,SensorMovement,"2019-01-01 03:28:57","2019-01-01 03:28:55",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:27:56",22.2500,0,3.1330,3,1,0,,
123456789012345,238942,4,SensorMovement,"2019-01-01 03:29:05","2019-01-01 03:29:03",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:28:02",21.5625,202,3.1220,3,1,0,,
123456789012345,238943,4,SensorMovement,"2019-01-01 03:30:12","2019-01-01 03:30:10",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:30:10",21.6250,194,3.1260,3,1,0,,
123456789012345,238944,4,SensorMovement,"2019-01-01 03:31:12","2019-01-01 03:31:10",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:30:46",21.6250,206,3.1240,3,6,0,,
123456789012345,238945,4,SensorMovement,"2019-01-01 03:32:27","2019-01-01 03:32:24",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:32:23",21.6875,179,3.1180,3,1,0,,
123456789012345,238946,4,SensorMovement,"2019-01-01 03:32:58","2019-01-01 03:32:55",,,,,,,,,,,,,,"Front door",6,"2019-01-01 03:32:54",20.3750,0,3.1570,4,1,0,,
123456789012345,238947,4,SensorMovement,"2019-01-01 03:32:59","2019-01-01 03:32:57",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:32:55",22.2500,0,3.1310,3,1,0,,
123456789012345,238948,4,SensorMovement,"2019-01-01 03:33:10","2019-01-01 03:33:07",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:33:06",22.0000,0,3.1240,3,1,0,,
123456789012345,238949,4,SensorMovement,"2019-01-01 03:33:27","2019-01-01 03:33:24",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:32:48",21.6875,0,3.1240,3,5,0,,
123456789012345,238950,4,SensorMovement,"2019-01-01 03:33:57","2019-01-01 03:33:55",,,,,,,,,,,,,,"Front door",6,"2019-01-01 03:33:01",20.3750,0,3.1510,4,2,0,,
123456789012345,238951,4,SensorMovement,"2019-01-01 03:34:00","2019-01-01 03:33:57",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:32:56",22.2500,0,3.1260,3,1,0,,
123456789012345,238952,4,SensorMovement,"2019-01-01 03:34:10","2019-01-01 03:34:07",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:33:13",22.0000,0,3.1220,3,2,0,,
123456789012345,238953,4,SensorMovement,"2019-01-01 03:37:21","2019-01-01 03:37:18",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:37:17",22.0000,19,3.1150,3,1,0,,
123456789012345,238954,4,SensorMovement,"2019-01-01 03:37:33","2019-01-01 03:37:30",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:37:29",22.2500,110,3.1290,3,1,0,,
123456789012345,238955,4,SensorMovement,"2019-01-01 03:37:34","2019-01-01 03:37:32",,,,,,,,,,,,,,"Front door",6,"2019-01-01 03:37:30",20.3750,101,3.1490,4,1,0,,
123456789012345,238956,4,SensorMovement,"2019-01-01 03:37:39","2019-01-01 03:37:36",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:37:36",21.7500,2,3.1180,3,1,0,,
123456789012345,238957,4,SensorMovement,"2019-01-01 03:38:21","2019-01-01 03:38:18",,,,,,,,,,,,,,Bedroom,5,"2019-01-01 03:37:24",22.0000,22,3.1220,3,3,0,,
123456789012345,238958,4,SensorMovement,"2019-01-01 03:38:32","2019-01-01 03:38:30",,,,,,,,,,,,,,Hall,3,"2019-01-01 03:37:32",22.2500,145,3.1260,3,1,0,,
123456789012345,238959,4,SensorMovement,"2019-01-01 03:38:38","2019-01-01 03:38:36",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:37:39",21.6875,4,3.1220,3,2,0,,
123456789012345,238960,4,SensorMovement,"2019-01-01 03:40:12","2019-01-01 03:40:09",,,,,,,,,,,,,,Bathroom,4,"2019-01-01 03:40:07",21.6875,4,3.1240,3,1,0,,
